CameraMaker,CameraModel,SensorDescription,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
Canon,IXUS 310 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,IXUS 500 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Canon,IXUS 510 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Canon,PowerShot 350,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,632,475
Canon,PowerShot 600,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,815,613
Canon,Powershot A10,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1264,950
Canon,Powershot A100,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1268,946
Canon,PowerShot A1000 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,Powershot A1100 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,Powershot A1200,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot A1300,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot A1400,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,Powershot A20,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Canon,Powershot A200,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,1596,1191
Canon,PowerShot A2000 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,Powershot A2100 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,Powershot A2200,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Canon,PowerShot A2300,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot A2400 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot A2500,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot A2600,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,Powershot A30,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1264,950
Canon,Powershot A300,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Canon,Powershot A3000 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,Powershot A310,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Canon,Powershot A3100 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,Powershot A3200 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Canon,Powershot A3300 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot A3400 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot A3500 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,Powershot A40,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Canon,PowerShot A400,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,2038,1521
Canon,PowerShot A4000 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,Powershot A410,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,2070,1545
Canon,Powershot A420,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,2306,1734
Canon,PowerShot A430,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,2306,1734
Canon,PowerShot A450,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,2579,1939
Canon,PowerShot A460,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,2579,1939
Canon,PowerShot A470,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,PowerShot A480,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot A490,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot A495,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot A5,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,964,725
Canon,PowerShot A5 Zoom,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,964,725
Canon,PowerShot A50,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,1264,950
Canon,Powershot A510,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Canon,Powershot A520,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2277,1712
Canon,PowerShot A530,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Canon,Powershot A540,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Canon,PowerShot A550,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,PowerShot A560,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,PowerShot A570 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,PowerShot A580,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Canon,PowerShot A590 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Canon,Powershot A60,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Canon,Powershot A610,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Canon,PowerShot A620,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3072,2310
Canon,PowerShot A630,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Canon,PowerShot A640,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Canon,PowerShot A650 IS,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Canon,Powershot A70,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Canon,PowerShot A700,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Canon,PowerShot A710 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,PowerShot A720 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Canon,Powershot A75,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Canon,Powershot A80,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Canon,PowerShot A800,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot A810,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot A85,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2306,1734
Canon,PowerShot A95,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Canon,PowerShot D10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot D20,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot D30,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot E1,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot ELPH 100 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot ELPH 110 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Canon,PowerShot ELPH 115 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot ELPH 130 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot ELPH 300 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot ELPH 310 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot ELPH 320 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Canon,PowerShot ELPH 330 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot ELPH 340 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot ELPH 500 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot ELPH 510 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot ELPH 520 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Canon,PowerShot Elph 530 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Canon,Powershot G1,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Canon,PowerShot G1 X,"1.5"" (~ 18.7 x 14 mm)",18.7,14,4378,3267
Canon,PowerShot G1 X Mark II,"1.5"" (~ 18.7 x 14 mm)",18.7,14,4142,3091
Canon,PowerShot G10,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4438,3312
Canon,PowerShot G11,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3661,2732
Canon,PowerShot G12,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3661,2732
Canon,PowerShot G15,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Canon,PowerShot G16,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Canon,Powershot G2,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Canon,Powershot G3,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Canon,Powershot G5,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Canon,PowerShot G6,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3072,2310
Canon,PowerShot G7,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Canon,PowerShot G7 X,13.2 x 8.8 mm,13.2,8.8,5505,3670
Canon,PowerShot G9,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Canon,PowerShot N,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot N100,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Canon,PowerShot N2,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Canon,PowerShot Pro1,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,3262,2453
Canon,PowerShot Pro70,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1412,1062
Canon,PowerShot Pro90 IS,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,1859,1398
Canon,Powershot S1 IS,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Canon,Powershot S10,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1589,1195
Canon,PowerShot S100,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Canon,PowerShot S100 Digital IXUS,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Canon,PowerShot S110,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Canon,PowerShot S120,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Canon,Powershot S2 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Canon,Powershot S20,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Canon,PowerShot S200,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Canon,PowerShot S230,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Canon,PowerShot S3 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Canon,Powershot S30,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Canon,PowerShot S300,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Canon,PowerShot S330,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Canon,Powershot S40,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Canon,PowerShot S400,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Canon,PowerShot S410,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Canon,Powershot S45,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2277,1712
Canon,PowerShot S5 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Canon,Powershot S50,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Canon,PowerShot S500,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Canon,PowerShot S60,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2579,1939
Canon,PowerShot S70,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3072,2310
Canon,Powershot S80,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Canon,PowerShot S90,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3661,2732
Canon,PowerShot S95,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3661,2732
Canon,PowerShot SD10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2277,1712
Canon,PowerShot SD100,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2031,1527
Canon,PowerShot SD1000,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,PowerShot SD110,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Canon,PowerShot SD1100 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Canon,PowerShot SD1200 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot SD1300 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SD1400 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Canon,PowerShot SD20,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Canon,PowerShot SD200,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2063,1551
Canon,PowerShot SD30,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Canon,PowerShot SD300,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2277,1712
Canon,PowerShot SD3500 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Canon,PowerShot SD40,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,PowerShot SD400,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Canon,PowerShot SD4000 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot SD430 Wireless,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Canon,PowerShot SD450,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Canon,PowerShot SD4500 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot SD500,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3072,2310
Canon,PowerShot SD550,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3072,2310
Canon,PowerShot SD600,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Canon,PowerShot SD630,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Canon,PowerShot SD700 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Canon,PowerShot SD750,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,PowerShot SD770 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot SD780 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SD790 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot SD800 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,PowerShot SD850 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Canon,PowerShot SD870 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Canon,PowerShot SD880 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot SD890 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot SD900,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Canon,PowerShot SD940 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SD950 IS,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Canon,PowerShot SD960 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SD970 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SD980 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SD990 IS,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4438,3312
Canon,PowerShot SX1 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot SX10 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Canon,PowerShot SX100 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3322,2498
Canon,PowerShot SX110 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3459,2601
Canon,PowerShot SX120 IS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3647,2742
Canon,PowerShot SX130 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Canon,PowerShot SX150 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Canon,PowerShot SX160 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot SX170 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot SX20 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX200 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX210 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Canon,PowerShot SX220 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX230 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX240 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX260 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX270 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX280 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX30 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Canon,PowerShot SX40 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX400 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot SX50 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX500 IS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot SX510 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Canon,PowerShot SX520 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot SX60 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Canon,PowerShot SX600 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Canon,PowerShot SX700 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Canon,PowerShot TX1,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Canon,Pro90 IS,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2108,1585
Canon,S200,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3678,2745
Canon,SX220 HS,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Casio,EX-FR10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Casio,EX-N1,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EX-N10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EX-N20,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EX-N5,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EX-N50,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EX-TR10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Casio,EX-TR15,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Casio,EX-ZR400,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EX-ZR700,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EX-ZR800,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EX-ZS30,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,5171,3888
Casio,EXILIM  EX-JE10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,Exilim EX-10,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Casio,Exilim EX-100,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,4027,3005
Casio,EXILIM EX-FC100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3479,2616
Casio,EXILIM EX-FC150,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Casio,EXILIM EX-FC160s,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3755,2823
Casio,EXILIM EX-FH100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Casio,EXILIM EX-FH150,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Casio,EXILIM EX-FH20,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3479,2616
Casio,EXILIM EX-FH25,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Casio,EXILIM EX-FS10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3479,2616
Casio,EXILIM EX-G1,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Casio,EXILIM EX-H10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Casio,EXILIM EX-H15,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Casio,EXILIM EX-H20G,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Casio,EXILIM EX-H30,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EXILIM EX-H5,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Casio,EXILIM EX-H50,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Casio,EXILIM EX-JE10,,6.16,,,
Casio,EXILIM EX-M1,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1315,989
Casio,EXILIM EX-M2,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,1631,1226
Casio,EXILIM EX-M20,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1676,1260
Casio,Exilim EX-P505,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2552,1919
Casio,Exilim EX-P600,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2801,2106
Casio,Exilim EX-P700,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3072,2310
Casio,EXILIM EX-S1,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1315,989
Casio,EXILIM EX-S10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Casio,Exilim EX-S100,"1/3.2"" (~ 4.5 x 3.37 mm)",4.5,3.37,2070,1545
Casio,EXILIM EX-S12,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Casio,EXILIM EX-S2,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,1631,1226
Casio,EXILIM EX-S20,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,1589,1195
Casio,EXILIM EX-S200,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Casio,EXILIM EX-S3,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2031,1527
Casio,EXILIM EX-S5,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3479,2616
Casio,Exilim EX-S500,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2552,1919
Casio,Exilim EX-S600,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Casio,EXILIM EX-S600D,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Casio,EXILIM EX-S7,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Casio,EXILIM EX-S770,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Casio,EXILIM EX-S770D,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
Casio,EXILIM EX-S8,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4059,3052
Casio,EXILIM EX-S880,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Casio,EXILIM EX-TR100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
